Order ID,Date,Time,Restaurant,Cuisine,Customer ID,Delivery Partner ID,Order Status,Food Item,Quantity,Order Value (INR),Delivery Time (min),Customer Rating,Delivery Partner Rating,Cancellation Reason
ZM100791,11/28/2025,6:38:00 AM,Taco Bell,North Indian,CUST4262,DP601,Cancelled by Customer,Veg Biryani,,,,,,Wrong address entered
ZM100966,12/10/2025,9:39:00 PM,Truffles,Italian,CUST3705,DP794,Cancelled by Partner,Chicken Biryani,,,,,,Vehicle issue
ZM100529,11/26/2025,5:15:00 AM,Beijing Bites,Fast Food,CUST9456,DP846,Delivered,Chicken Wings,3,724.92,29,4.50,3.20,
ZM100531,11/28/2025,1:34:00 AM,KFC,Thai,CUST4285,DP598,Delivered,Momos,3,137.53,39,4.30,3.40,
ZM100048,11/25/2025,3:54:00 PM,Koshy’s,North Indian,CUST7232,DP744,Delivered,Chicken Tikka,4,423.79,57,4.90,3.00,
ZM100255,12/9/2025,10:18:00 PM,Barbeque Nation,American,CUST2923,DP897,Delivered,Sandwich,1,470.79,42,4.70,3.20,
ZM100804,11/15/2025,8:00:00 AM,Beijing Bites,American,CUST7178,DP792,Cancelled by Customer,Burger Combo,,,,,,Delivery too far
ZM100915,12/2/2025,8:12:00 PM,KFC,Biryani,CUST3087,DP936,Cancelled by Restaurant,Farmhouse Pizza,,,,,,Item not available
ZM100464,11/23/2025,5:17:00 AM,Taco Bell,South Indian,CUST1983,DP530,Delivered,Chicken Tikka,2,509.94,59,3.70,4.90,
ZM100756,11/18/2025,11:47:00 PM,KFC,Mexican,CUST4161,DP727,Cancelled by Customer,Farmhouse Pizza,,,,,,Change of mind
ZM100007,12/2/2025,1:54:00 AM,Barbeque Nation,North Indian,CUST6155,DP608,Delivered,Momos,3,432.91,24,3.40,4.90,
ZM100895,11/27/2025,10:57:00 PM,Empire Restaurant,North Indian,CUST1118,DP840,Cancelled by Restaurant,Margherita Pizza,,,,,,Item not available
ZM100927,12/2/2025,7:48:00 PM,A2B - Adyar Ananda Bhavan,Mexican,CUST3681,DP795,Cancelled by Restaurant,Pasta Alfredo,,,,,,Item not available
ZM100321,12/6/2025,4:18:00 AM,Meghana Foods,Bakery,CUST6238,DP966,Delivered,Chicken Biryani,4,277.50,60,3.30,4.20,
ZM100290,12/9/2025,5:36:00 AM,Tunday Kababi,Mexican,CUST6051,DP737,Delivered,Farmhouse Pizza,4,214.17,42,4.90,3.40,
ZM100560,11/30/2025,8:07:00 AM,Tunday Kababi,Chinese,CUST3745,DP737,Delivered,Chicken Tikka,3,162.37,36,4.50,3.20,
ZM100038,12/11/2025,2:53:00 PM,Empire Restaurant,Thai,CUST6143,DP839,Delivered,Momos,2,404.09,24,4.90,4.80,
ZM100868,12/6/2025,4:17:00 AM,Little Italy,Biryani,CUST4348,DP620,Cancelled by Customer,Fried Rice,,,,,,Change of mind
ZM100312,12/2/2025,5:48:00 AM,Paradise Biryani,Chinese,CUST8909,DP860,Delivered,Tacos,1,546.70,25,3.70,5.00,
ZM100854,12/10/2025,10:27:00 PM,Leon Grill,Fast Food,CUST2103,DP953,Cancelled by Customer,Veg Biryani,,,,,,Found cheaper elsewhere
ZM100495,12/7/2025,6:47:00 AM,Chianti,Mexican,CUST3572,DP509,Delivered,Fried Rice,1,151.01,53,3.60,4.00,
ZM100198,11/14/2025,5:25:00 PM,Tunday Kababi,North Indian,CUST6049,DP870,Delivered,Chicken Wings,2,520.33,49,4.10,4.10,
ZM100800,11/27/2025,10:38:00 PM,Truffles,Chinese,CUST7358,DP884,Cancelled by Customer,Fried Rice,,,,,,Wrong address entered
ZM100821,11/17/2025,1:05:00 AM,McDonald's,Fast Food,CUST7404,DP695,Cancelled by Customer,Noodles,,,,,,Ordered by mistake
ZM100020,11/25/2025,3:18:00 PM,McDonald's,Bakery,CUST2604,DP525,Delivered,Paneer Butter Masala,3,480.85,24,3.90,4.70,
ZM100220,11/26/2025,11:49:00 PM,Koshy’s,Chinese,CUST6807,DP636,Delivered,Chicken Biryani,1,529.02,35,3.40,4.10,
ZM100319,11/30/2025,5:50:00 PM,Koshy’s,Thai,CUST1568,DP757,Delivered,Pasta Alfredo,4,566.72,35,4.00,3.20,
ZM100769,12/3/2025,2:08:00 AM,Empire Restaurant,Mexican,CUST1393,DP803,Cancelled by Customer,Burger Combo,,,,,,Change of mind
ZM100772,12/9/2025,9:20:00 PM,Five Star Chicken,South Indian,CUST1994,DP969,Cancelled by Customer,Chicken Biryani,,,,,,Delivery too far
ZM100681,12/12/2025,4:00:00 PM,McDonald's,Fast Food,CUST5198,DP537,Delivered,Tacos,4,655.74,44,4.40,4.50,
ZM100067,12/7/2025,1:45:00 AM,Biriyani Zone,Mexican,CUST3485,DP576,Delivered,Chicken Biryani,1,432.55,24,4.20,4.40,
ZM100402,11/24/2025,7:15:00 AM,Meghana Foods,Thai,CUST5767,DP568,Delivered,Margherita Pizza,4,630.05,29,3.70,3.40,
ZM100580,11/16/2025,3:37:00 AM,KFC,Mexican,CUST7586,DP666,Delivered,Noodles,2,169.23,32,3.90,4.60,
ZM100174,11/23/2025,11:13:00 PM,Leon Grill,South Indian,CUST3363,DP601,Delivered,Paneer Butter Masala,1,427.24,41,4.10,3.70,
ZM100416,11/18/2025,11:09:00 PM,Koshy’s,Thai,CUST8899,DP904,Delivered,Burger Combo,3,802.36,53,3.90,4.90,
ZM100267,12/10/2025,3:29:00 AM,KFC,Fast Food,CUST2120,DP771,Delivered,Farmhouse Pizza,3,226.96,28,4.30,4.40,
ZM100333,12/12/2025,11:17:00 PM,Empire Restaurant,Mexican,CUST6004,DP864,Delivered,Paneer Butter Masala,2,588.89,20,3.40,4.20,
ZM100311,11/15/2025,7:43:00 PM,Barbeque Nation,Chinese,CUST2715,DP537,Delivered,Chicken Wings,1,743.37,22,3.60,3.60,
ZM100373,11/14/2025,1:07:00 PM,Koshy’s,Biryani,CUST3185,DP570,Delivered,Tacos,2,333.40,41,4.90,3.90,
ZM100534,12/5/2025,5:50:00 AM,Truffles,American,CUST1826,DP554,Delivered,Noodles,3,541.65,23,3.30,3.90,
ZM100458,11/27/2025,7:24:00 AM,WOW Momo,Bakery,CUST2314,DP931,Delivered,Margherita Pizza,4,898.41,49,4.40,3.10,
ZM100430,12/9/2025,8:48:00 AM,Truffles,Bakery,CUST6785,DP764,Delivered,Pasta Alfredo,2,647.99,34,4.60,3.80,
ZM100624,11/20/2025,4:04:00 AM,Taco Bell,Thai,CUST8553,DP949,Delivered,Tacos,1,779.32,30,4.20,3.30,
ZM100609,12/8/2025,10:27:00 AM,Little Italy,American,CUST6785,DP645,Delivered,Chicken Tikka,4,410.08,38,4.50,3.10,
ZM100072,12/4/2025,9:20:00 PM,Five Star Chicken,Italian,CUST2169,DP530,Delivered,Burger Combo,1,544.76,29,4.80,4.70,
ZM100334,11/20/2025,9:56:00 PM,Biriyani Zone,Bakery,CUST7506,DP799,Delivered,Burger Combo,3,478.02,33,3.90,4.40,
ZM100348,11/26/2025,11:31:00 AM,Koshy’s,Chinese,CUST7609,DP509,Delivered,Farmhouse Pizza,4,400.22,32,3.30,4.80,
ZM100441,12/9/2025,11:34:00 PM,Little Italy,North Indian,CUST5256,DP684,Delivered,Chicken Tikka,3,491.70,60,3.20,4.50,
ZM100110,11/23/2025,6:06:00 PM,A2B - Adyar Ananda Bhavan,Mexican,CUST4522,DP720,Delivered,Fried Rice,4,197.36,27,4.70,4.30,
ZM100842,11/25/2025,10:25:00 PM,Tunday Kababi,Chinese,CUST5573,DP930,Cancelled by Customer,Chicken Wings,,,,,,Ordered by mistake
ZM100367,11/26/2025,7:11:00 PM,Beijing Bites,Mexican,CUST8751,DP866,Delivered,Farmhouse Pizza,3,763.74,34,4.70,3.70,
ZM100607,12/8/2025,4:10:00 PM,Taco Bell,Bakery,CUST9513,DP830,Delivered,Chicken Wings,1,347.38,24,3.00,4.60,
ZM100553,11/18/2025,9:32:00 AM,Tunday Kababi,Thai,CUST2279,DP850,Delivered,Chicken Biryani,1,311.28,60,4.50,4.90,
ZM100855,12/6/2025,2:01:00 PM,Leon Grill,Mexican,CUST9784,DP905,Cancelled by Customer,Chicken Biryani,,,,,,Found cheaper elsewhere
ZM100786,11/27/2025,11:42:00 PM,Leon Grill,Fast Food,CUST6499,DP815,Cancelled by Customer,Sandwich,,,,,,Delivery too far
ZM100349,12/5/2025,7:39:00 AM,McDonald's,Italian,CUST1612,DP692,Delivered,Tacos,1,579.96,30,3.20,4.40,
ZM100077,11/21/2025,1:40:00 PM,Burger King,North Indian,CUST9431,DP922,Delivered,Chicken Wings,1,365.32,40,3.20,4.50,
ZM100082,11/23/2025,5:20:00 PM,McDonald's,South Indian,CUST5891,DP928,Delivered,Margherita Pizza,4,385.10,52,3.50,3.00,
ZM100635,12/10/2025,3:22:00 AM,Five Star Chicken,North Indian,CUST1070,DP998,Delivered,Fried Rice,2,678.33,38,3.30,4.50,
ZM100019,11/29/2025,2:01:00 PM,Tunday Kababi,North Indian,CUST4139,DP597,Delivered,Pasta Alfredo,1,167.28,41,4.60,3.20,
ZM100637,11/16/2025,12:06:00 PM,Paradise Biryani,Bakery,CUST3226,DP753,Delivered,Chicken Tikka,2,437.91,40,3.20,3.20,
ZM100244,12/3/2025,1:31:00 AM,KFC,North Indian,CUST9454,DP589,Delivered,Sandwich,3,625.42,30,4.90,4.50,
ZM100964,11/28/2025,12:04:00 PM,Chianti,American,CUST8008,DP766,Cancelled by Partner,Margherita Pizza,,,,,,Personal emergency
ZM100903,11/22/2025,10:59:00 AM,Taco Bell,North Indian,CUST6333,DP847,Cancelled by Restaurant,Momos,,,,,,Item not available
ZM100300,11/17/2025,4:06:00 PM,Chianti,Fast Food,CUST9743,DP917,Delivered,Momos,2,879.70,26,3.50,3.50,
ZM100957,12/5/2025,12:55:00 PM,KFC,Chinese,CUST6022,DP801,Cancelled by Partner,Fried Rice,,,,,,Vehicle issue
ZM100897,11/23/2025,5:45:00 PM,Onesta,Mexican,CUST6521,DP809,Cancelled by Restaurant,Momos,,,,,,Kitchen closed
ZM100396,12/9/2025,6:11:00 AM,Five Star Chicken,North Indian,CUST2608,DP601,Delivered,Sandwich,4,622.85,24,3.60,3.10,
ZM100413,12/8/2025,7:53:00 PM,Little Italy,Biryani,CUST2127,DP617,Delivered,Pasta Alfredo,3,250.82,41,4.80,4.20,
ZM100783,11/27/2025,10:32:00 AM,WOW Momo,American,CUST1132,DP765,Cancelled by Customer,Farmhouse Pizza,,,,,,Wrong address entered
ZM100051,11/25/2025,12:55:00 AM,Paradise Biryani,Biryani,CUST1823,DP633,Delivered,Noodles,1,185.48,47,3.30,3.90,
ZM100257,12/6/2025,7:03:00 AM,Meghana Foods,Biryani,CUST5740,DP793,Delivered,Farmhouse Pizza,3,585.55,30,3.60,4.40,
ZM100379,11/21/2025,1:36:00 AM,Paradise Biryani,Bakery,CUST8259,DP924,Delivered,Burger Combo,3,873.35,23,3.00,3.50,
ZM100980,12/9/2025,4:38:00 PM,McDonald's,American,CUST8711,DP702,Cancelled by Partner,Chicken Tikka,,,,,,Vehicle issue
ZM100896,11/24/2025,1:25:00 AM,Beijing Bites,Thai,CUST1118,DP692,Cancelled by Restaurant,Momos,,,,,,Item not available
ZM100049,12/12/2025,12:00:00 PM,A2B - Adyar Ananda Bhavan,Bakery,CUST8999,DP612,Delivered,Sandwich,4,539.81,54,4.60,4.80,
ZM100611,12/5/2025,3:59:00 AM,Meghana Foods,Fast Food,CUST1568,DP840,Delivered,Noodles,2,463.89,43,3.40,4.10,
ZM100359,11/29/2025,10:08:00 PM,Little Italy,South Indian,CUST8908,DP910,Delivered,Paneer Butter Masala,1,885.62,30,3.20,4.80,
ZM100066,12/11/2025,6:53:00 PM,A2B - Adyar Ananda Bhavan,Chinese,CUST8216,DP674,Delivered,Pasta Alfredo,4,200.02,20,4.10,3.90,
ZM100462,12/4/2025,4:25:00 PM,A2B - Adyar Ananda Bhavan,Italian,CUST8113,DP666,Delivered,Farmhouse Pizza,1,793.65,33,4.90,3.50,
ZM100596,12/11/2025,1:22:00 AM,Onesta,Thai,CUST2605,DP731,Delivered,Veg Biryani,4,534.27,50,4.60,4.40,
ZM100200,11/13/2025,2:21:00 AM,Onesta,North Indian,CUST7887,DP691,Delivered,Margherita Pizza,4,260.39,28,4.50,5.00,
ZM100461,11/21/2025,7:06:00 AM,Onesta,Bakery,CUST9534,DP562,Delivered,Pasta Alfredo,3,850.25,30,4.30,3.10,
ZM100874,11/13/2025,10:14:00 AM,Burger King,Chinese,CUST3878,DP631,Cancelled by Restaurant,Fried Rice,,,,,,High demand
ZM100627,11/15/2025,11:22:00 PM,A2B - Adyar Ananda Bhavan,American,CUST3243,DP765,Delivered,Pasta Alfredo,3,194.75,57,3.70,3.30,
ZM100256,11/17/2025,8:05:00 AM,Beijing Bites,Biryani,CUST3281,DP901,Delivered,Tacos,3,791.62,59,4.30,3.30,
ZM100203,11/25/2025,12:56:00 PM,Barbeque Nation,Italian,CUST2848,DP516,Delivered,Chicken Wings,3,240.99,32,4.90,4.50,
ZM100923,11/16/2025,7:11:00 AM,Barbeque Nation,North Indian,CUST3933,DP938,Cancelled by Restaurant,Sandwich,,,,,,High demand
ZM100384,11/25/2025,6:19:00 PM,Paradise Biryani,South Indian,CUST9691,DP743,Delivered,Farmhouse Pizza,2,809.05,41,3.70,3.60,
ZM100666,11/19/2025,8:03:00 AM,Koshy’s,Italian,CUST1916,DP751,Delivered,Paneer Butter Masala,1,256.62,37,3.90,3.50,
ZM100004,12/9/2025,12:55:00 PM,Truffles,Thai,CUST5741,DP540,Delivered,Margherita Pizza,3,570.33,24,3.10,3.50,
ZM100484,11/18/2025,9:34:00 PM,Paradise Biryani,North Indian,CUST4617,DP578,Delivered,Margherita Pizza,1,369.07,56,3.30,4.00,
ZM100047,11/14/2025,6:26:00 PM,Truffles,Chinese,CUST7678,DP669,Delivered,Paneer Butter Masala,2,418.77,29,4.40,3.10,
ZM100567,11/18/2025,10:06:00 PM,Five Star Chicken,Chinese,CUST8429,DP972,Delivered,Chicken Biryani,2,317.60,49,4.30,3.20,
ZM100693,11/23/2025,1:01:00 PM,Truffles,Bakery,CUST3669,DP698,Delivered,Margherita Pizza,2,307.26,45,3.20,4.70,
ZM100023,12/6/2025,1:59:00 AM,Five Star Chicken,Thai,CUST9701,DP580,Delivered,Veg Biryani,3,164.59,57,4.00,4.80,
ZM100247,12/9/2025,6:19:00 PM,Little Italy,Fast Food,CUST6134,DP805,Delivered,Farmhouse Pizza,2,476.89,36,4.30,4.00,
ZM100789,11/27/2025,11:18:00 AM,Beijing Bites,Bakery,CUST1110,DP685,Cancelled by Customer,Paneer Butter Masala,,,,,,Delivery too far
ZM100677,11/30/2025,9:05:00 PM,Koshy’s,Biryani,CUST1231,DP867,Delivered,Margherita Pizza,2,189.47,43,3.30,4.10,
ZM100918,11/21/2025,8:32:00 PM,Barbeque Nation,South Indian,CUST1150,DP775,Cancelled by Restaurant,Burger Combo,,,,,,High demand
ZM100289,11/17/2025,1:24:00 PM,WOW Momo,Fast Food,CUST2785,DP579,Delivered,Chicken Wings,3,302.22,32,3.30,4.50,
ZM100291,12/4/2025,4:05:00 AM,Truffles,Chinese,CUST6370,DP575,Delivered,Momos,3,764.58,58,3.10,4.70,
ZM100043,11/29/2025,9:29:00 PM,Five Star Chicken,Italian,CUST2746,DP898,Delivered,Tacos,4,505.61,35,3.30,4.40,
ZM100137,11/16/2025,11:38:00 PM,Leon Grill,Chinese,CUST8277,DP812,Delivered,Tacos,4,154.08,43,4.40,3.50,
ZM100971,11/19/2025,10:34:00 PM,Leon Grill,North Indian,CUST8350,DP993,Cancelled by Partner,Noodles,,,,,,Customer unreachable
ZM100815,11/30/2025,7:46:00 AM,Beijing Bites,Mexican,CUST9451,DP800,Cancelled by Customer,Chicken Tikka,,,,,,Ordered by mistake
ZM100475,12/5/2025,7:27:00 PM,Little Italy,Thai,CUST7997,DP952,Delivered,Tacos,4,701.96,60,4.20,4.30,
ZM100628,12/3/2025,12:43:00 PM,Onesta,Bakery,CUST9612,DP933,Delivered,Farmhouse Pizza,2,199.89,29,4.00,4.70,
ZM100103,12/5/2025,12:22:00 PM,KFC,Fast Food,CUST8450,DP546,Delivered,Fried Rice,3,167.23,37,3.40,3.20,
ZM100982,11/28/2025,10:24:00 PM,Little Italy,Chinese,CUST8110,DP502,Cancelled by Partner,Farmhouse Pizza,,,,,,Personal emergency
ZM100096,11/17/2025,6:24:00 PM,Taco Bell,Thai,CUST5835,DP882,Delivered,Fried Rice,3,767.77,36,4.80,4.90,
ZM100878,11/30/2025,12:44:00 PM,Onesta,American,CUST2167,DP709,Cancelled by Restaurant,Pasta Alfredo,,,,,,Kitchen closed
ZM100535,11/30/2025,1:50:00 AM,Truffles,Bakery,CUST8304,DP815,Delivered,Burger Combo,2,669.65,57,4.30,4.40,
ZM100387,11/17/2025,5:21:00 PM,Tunday Kababi,Mexican,CUST2572,DP585,Delivered,Veg Biryani,3,820.66,32,3.60,3.20,
ZM100005,11/15/2025,7:56:00 AM,KFC,Bakery,CUST5374,DP859,Delivered,Margherita Pizza,4,615.83,43,3.30,3.70,
ZM100305,12/9/2025,5:57:00 PM,Taco Bell,South Indian,CUST3580,DP874,Delivered,Farmhouse Pizza,4,577.09,41,3.60,3.30,
ZM100570,12/8/2025,6:27:00 PM,Koshy’s,Italian,CUST5105,DP897,Delivered,Noodles,1,831.84,36,3.20,3.10,
ZM100033,11/25/2025,1:52:00 PM,Leon Grill,Chinese,CUST6442,DP900,Delivered,Chicken Tikka,2,881.44,31,4.80,3.00,
ZM100054,12/12/2025,8:26:00 AM,Beijing Bites,North Indian,CUST4571,DP738,Delivered,Noodles,2,306.07,50,4.30,4.10,
ZM100653,11/30/2025,11:00:00 AM,Five Star Chicken,South Indian,CUST6563,DP585,Delivered,Momos,4,198.04,33,3.70,4.00,
ZM100083,11/24/2025,7:47:00 PM,Onesta,Chinese,CUST6272,DP945,Delivered,Chicken Wings,4,389.20,55,4.50,3.80,
ZM100942,11/25/2025,3:15:00 PM,KFC,North Indian,CUST4378,DP834,Cancelled by Restaurant,Paneer Butter Masala,,,,,,Kitchen closed
ZM100122,11/25/2025,10:48:00 PM,Taco Bell,South Indian,CUST8033,DP793,Delivered,Burger Combo,1,460.25,49,4.80,4.70,
ZM100014,12/11/2025,8:13:00 AM,Five Star Chicken,South Indian,CUST8787,DP984,Delivered,Chicken Biryani,4,756.50,54,4.50,3.30,
ZM100171,11/27/2025,10:31:00 AM,Onesta,North Indian,CUST1828,DP644,Delivered,Chicken Biryani,4,514.25,35,3.40,3.70,
ZM100530,12/8/2025,7:00:00 AM,Meghana Foods,Mexican,CUST2426,DP670,Delivered,Burger Combo,1,123.21,22,4.40,4.20,
ZM100398,11/27/2025,3:22:00 PM,WOW Momo,Biryani,CUST6182,DP990,Delivered,Pasta Alfredo,3,660.90,29,4.10,3.70,
ZM100658,12/12/2025,9:25:00 PM,Chianti,Chinese,CUST8106,DP978,Delivered,Noodles,4,286.10,49,3.50,4.30,
ZM100661,11/23/2025,8:03:00 AM,Paradise Biryani,Italian,CUST8952,DP786,Delivered,Chicken Biryani,2,269.69,35,4.60,3.60,
ZM100039,11/15/2025,4:15:00 AM,A2B - Adyar Ananda Bhavan,Thai,CUST7211,DP846,Delivered,Margherita Pizza,4,374.42,38,4.10,3.40,
ZM100053,11/16/2025,2:47:00 AM,Onesta,North Indian,CUST1659,DP886,Delivered,Tacos,1,899.93,42,3.40,3.10,
ZM100652,11/28/2025,10:27:00 PM,Koshy’s,Biryani,CUST7188,DP792,Delivered,Fried Rice,4,327.96,50,4.20,5.00,
ZM100138,12/3/2025,3:19:00 PM,Barbeque Nation,Thai,CUST8218,DP736,Delivered,Chicken Tikka,3,873.17,50,4.80,3.40,
ZM100099,11/30/2025,9:47:00 PM,Taco Bell,South Indian,CUST4626,DP831,Delivered,Pasta Alfredo,2,487.75,59,4.80,4.10,
ZM100217,12/8/2025,6:39:00 PM,Onesta,Chinese,CUST1104,DP711,Delivered,Fried Rice,1,528.68,24,4.90,4.30,
ZM100331,11/28/2025,6:03:00 AM,Onesta,Biryani,CUST5670,DP514,Delivered,Fried Rice,3,388.51,36,4.50,4.40,
ZM100190,11/25/2025,5:53:00 PM,Onesta,Chinese,CUST5215,DP867,Delivered,Sandwich,4,332.81,27,3.70,4.50,
ZM100411,11/26/2025,1:20:00 AM,Five Star Chicken,Chinese,CUST1305,DP949,Delivered,Veg Biryani,2,321.44,31,4.00,3.80,
ZM100792,12/3/2025,5:56:00 AM,Biriyani Zone,Chinese,CUST5029,DP591,Cancelled by Customer,Farmhouse Pizza,,,,,,Ordered by mistake
ZM100168,12/2/2025,8:42:00 PM,McDonald's,Fast Food,CUST7070,DP763,Delivered,Sandwich,3,692.68,42,5.00,3.30,
ZM100389,12/9/2025,7:01:00 AM,Burger King,Bakery,CUST1620,DP544,Delivered,Pasta Alfredo,1,702.57,29,3.00,4.40,
ZM100414,11/30/2025,1:09:00 PM,McDonald's,South Indian,CUST2577,DP590,Delivered,Veg Biryani,2,527.71,52,4.40,4.70,
ZM100320,11/24/2025,5:38:00 PM,Five Star Chicken,Biryani,CUST4471,DP913,Delivered,Paneer Butter Masala,1,860.42,48,3.30,5.00,
ZM100568,12/4/2025,2:34:00 PM,WOW Momo,American,CUST1984,DP632,Delivered,Paneer Butter Masala,1,336.28,23,3.80,3.70,
ZM100479,12/8/2025,10:18:00 AM,Empire Restaurant,American,CUST5521,DP970,Delivered,Chicken Tikka,2,787.46,21,4.50,4.90,
ZM100079,12/11/2025,6:56:00 AM,Biriyani Zone,Thai,CUST4920,DP863,Delivered,Paneer Butter Masala,3,461.73,51,3.20,4.90,
ZM100884,12/9/2025,3:09:00 AM,Paradise Biryani,Bakery,CUST2316,DP765,Cancelled by Restaurant,Tacos,,,,,,High demand
ZM100401,11/16/2025,4:46:00 AM,Burger King,Italian,CUST7637,DP893,Delivered,Margherita Pizza,1,687.39,21,4.70,4.30,
ZM100988,11/23/2025,12:16:00 AM,Onesta,American,CUST8961,DP542,Cancelled by Partner,Margherita Pizza,,,,,,Personal emergency
ZM100910,11/13/2025,11:08:00 AM,Biriyani Zone,Italian,CUST5220,DP840,Cancelled by Restaurant,Tacos,,,,,,Kitchen closed
ZM100888,11/19/2025,7:09:00 AM,Paradise Biryani,American,CUST3759,DP917,Cancelled by Restaurant,Veg Biryani,,,,,,High demand
ZM100216,11/25/2025,10:20:00 PM,WOW Momo,American,CUST6770,DP586,Delivered,Momos,4,873.88,51,3.90,4.50,
ZM100128,11/22/2025,10:20:00 AM,Biriyani Zone,Biryani,CUST7041,DP925,Delivered,Veg Biryani,3,515.72,39,3.90,3.10,
ZM100899,12/1/2025,10:42:00 PM,Paradise Biryani,Biryani,CUST6833,DP947,Cancelled by Restaurant,Veg Biryani,,,,,,Kitchen closed
ZM100094,11/17/2025,12:01:00 PM,Barbeque Nation,Italian,CUST1645,DP658,Delivered,Noodles,3,648.66,28,4.30,4.80,
ZM100886,11/25/2025,10:28:00 PM,Five Star Chicken,American,CUST7743,DP885,Cancelled by Restaurant,Tacos,,,,,,Kitchen closed
ZM100160,11/27/2025,12:53:00 AM,Taco Bell,Thai,CUST2077,DP658,Delivered,Noodles,3,484.58,55,3.30,4.80,
ZM100921,12/2/2025,10:32:00 AM,KFC,American,CUST8836,DP823,Cancelled by Restaurant,Sandwich,,,,,,High demand
ZM100692,11/23/2025,3:27:00 PM,WOW Momo,Biryani,CUST2158,DP780,Delivered,Paneer Butter Masala,2,793.36,38,3.60,3.10,
ZM100313,12/12/2025,2:43:00 PM,Little Italy,Biryani,CUST9849,DP635,Delivered,Burger Combo,2,161.77,41,3.40,3.40,
ZM100513,12/6/2025,12:07:00 AM,Leon Grill,American,CUST9084,DP621,Delivered,Veg Biryani,4,508.15,51,4.10,3.00,
ZM100264,11/22/2025,10:18:00 AM,Little Italy,American,CUST1848,DP702,Delivered,Chicken Biryani,3,315.30,43,4.30,4.30,
ZM100753,11/14/2025,12:19:00 AM,Koshy’s,Thai,CUST9011,DP890,Cancelled by Customer,Tacos,,,,,,Ordered by mistake
ZM100433,12/5/2025,6:55:00 AM,Barbeque Nation,Biryani,CUST9071,DP814,Delivered,Farmhouse Pizza,2,727.57,27,4.80,4.40,
ZM100405,12/10/2025,9:01:00 AM,Taco Bell,Italian,CUST1760,DP520,Delivered,Veg Biryani,2,523.95,43,3.80,4.80,
ZM100011,11/19/2025,3:54:00 AM,Burger King,American,CUST5315,DP997,Delivered,Momos,3,207.01,47,3.30,3.00,
ZM100164,12/10/2025,8:33:00 AM,Beijing Bites,Thai,CUST3762,DP803,Delivered,Margherita Pizza,2,607.52,59,4.10,4.00,
ZM100936,12/9/2025,4:41:00 PM,Chianti,Italian,CUST8856,DP640,Cancelled by Restaurant,Veg Biryani,,,,,,High demand
ZM100177,11/16/2025,5:23:00 PM,Burger King,Mexican,CUST7824,DP798,Delivered,Tacos,3,490.42,21,3.70,4.30,
ZM100032,12/8/2025,1:25:00 AM,A2B - Adyar Ananda Bhavan,Fast Food,CUST6794,DP899,Delivered,Momos,1,821.16,33,4.40,4.30,
ZM100604,12/1/2025,3:26:00 PM,Onesta,Thai,CUST5788,DP731,Delivered,Fried Rice,1,486.73,54,4.40,4.10,
ZM100998,12/3/2025,4:06:00 PM,Leon Grill,South Indian,CUST4028,DP629,Cancelled by Partner,Burger Combo,,,,,,Personal emergency
ZM100113,12/11/2025,8:01:00 PM,Burger King,Thai,CUST5712,DP807,Delivered,Farmhouse Pizza,1,440.43,47,4.70,4.40,
ZM100656,12/10/2025,7:20:00 PM,Chianti,Mexican,CUST5913,DP721,Delivered,Burger Combo,2,390.91,24,4.30,3.60,
ZM100941,11/16/2025,10:14:00 PM,Beijing Bites,South Indian,CUST3948,DP502,Cancelled by Restaurant,Paneer Butter Masala,,,,,,Item not available
ZM100718,11/29/2025,12:13:00 AM,Barbeque Nation,Mexican,CUST7799,DP684,Delivered,Farmhouse Pizza,3,513.92,25,3.50,4.40,
ZM100345,11/23/2025,2:48:00 PM,Koshy’s,Bakery,CUST1230,DP956,Delivered,Burger Combo,4,418.99,22,4.10,4.50,
ZM100421,12/3/2025,7:43:00 PM,Taco Bell,Bakery,CUST3650,DP551,Delivered,Tacos,2,786.90,27,4.50,3.90,
ZM100865,12/5/2025,7:01:00 AM,Meghana Foods,Italian,CUST4644,DP811,Cancelled by Customer,Momos,,,,,,Wrong address entered
ZM100306,11/29/2025,9:49:00 PM,Onesta,Fast Food,CUST5825,DP565,Delivered,Paneer Butter Masala,3,294.13,57,4.60,3.80,
ZM100540,11/28/2025,1:40:00 PM,Five Star Chicken,Bakery,CUST8063,DP901,Delivered,Chicken Tikka,2,547.40,50,3.80,3.70,
ZM100143,11/16/2025,4:44:00 AM,Onesta,Mexican,CUST9991,DP981,Delivered,Noodles,1,826.57,21,3.50,4.70,
ZM100481,11/24/2025,8:31:00 AM,Barbeque Nation,American,CUST2264,DP870,Delivered,Momos,3,191.69,45,4.10,3.40,
ZM100631,11/15/2025,11:41:00 PM,McDonald's,Italian,CUST2830,DP539,Delivered,Margherita Pizza,2,283.68,25,3.80,4.50,
ZM100871,11/22/2025,6:52:00 AM,Onesta,South Indian,CUST7524,DP693,Cancelled by Restaurant,Farmhouse Pizza,,,,,,Kitchen closed
ZM100426,12/4/2025,1:38:00 PM,Taco Bell,Bakery,CUST6703,DP677,Delivered,Burger Combo,2,523.84,24,4.80,4.10,
ZM100745,11/28/2025,6:52:00 PM,Koshy’s,South Indian,CUST2663,DP626,Delivered,Chicken Wings,1,437.85,34,4.80,3.00,
